gender,body_shape,skin_tone,hair_color,personal_color,style,destination,weather,outfit_top,outfit_bottom,outfit_shoes,outfit_accessories,reason
Female,Hourglass,Medium,Gray,Winter,Elegant,Campus,Hot & Humid,Denim jacket,Jogger pants,Brown loafers,Silk scarf,Layering keeps you warm and stylish for casual outings.
Male,Apple,Dark,Red,Winter,Smart Casual,Travel,Sunny & Warm,White linen blouse,Slim-fit jeans,High-top sneakers,Statement necklace,Smart layers keep you dry and professional.
Male,Apple,Medium,Red,Summer,Smart Casual,Job Interview,Rainy & Cool,Loose cotton tunic,Navy chinos,Nude heels,Minimalist bracelet,Accessories add a personal touch to your look.
Female,Pear,Dark,Blonde,Winter,Formal,Job Interview,Mild & Pleasant,Light blue oxford shirt,Pleated trousers,Flat sandals,"Leather backpack, watch",Soft colors and flowy fabrics suit the occasion and body shape.
Female,Hourglass,Medium,Gray,Spring,Smart Casual,Travel,Rainy & Cool,Flowy tank top,Cargo pants,High-top sneakers,"Leather backpack, watch",Accessories add a personal touch to your look.
Male,Pear,Tan,Gray,Summer,Formal,Job Interview,Cold & Windy,Light blue oxford shirt,Pleated trousers,Ballet flats,"Straw hat, sunglasses",Breathable fabrics and loose fits are perfect for travel in hot weather.
Female,Rectangle,Medium,Brown,Spring,Formal,Formal Meeting,Hot & Humid,Striped t-shirt,A-line floral skirt,Nude heels,"Beanie, scarf",Accessories add a personal touch to your look.
Female,Hourglass,Olive,Blonde,Winter,Smart Casual,Hangout,Sunny & Warm,Light blue oxford shirt,Jogger pants,White sneakers,"Leather backpack, watch",Classic pieces ensure comfort and style.
Male,Apple,Tan,Blonde,Autumn,Streetwear,Beach,Cold & Windy,Light blue oxford shirt,Navy chinos,White sneakers,"Leather backpack, watch",Breathable fabrics and loose fits are perfect for travel in hot weather.
Female,Pear,Tan,Black,Winter,Streetwear,Casual Outing,Hot & Humid,Loose cotton tunic,Navy chinos,Nude heels,"Beanie, scarf",Colors are chosen to match your personal palette.
Male,Pear,Tan,Brown,Autumn,Streetwear,Wedding Invitation,Mild & Pleasant,Pastel silk blouse,Maxi skirt,Espadrille sandals,"Beanie, scarf",The outfit is easy to mix and match.
Female,Triangle,Olive,Black,Winter,Smart Casual,Job Interview,Cold & Windy,Flowy tank top,High-waisted denim shorts,Espadrille sandals,"Crossbody bag, floppy hat",The outfit is easy to mix and match.
Male,Rectangle,Tan,Black,Winter,Elegant,Hangout,Hot & Humid,Denim jacket,Wide-leg linen pants,Black boots,Statement necklace,Layering keeps you warm and stylish for casual outings.
Male,Triangle,Olive,Blonde,Summer,Formal,Beach,Sunny & Warm,Flowy tank top,Maxi skirt,Brown loafers,"Waterproof trench coat, leather belt",Colors are chosen to match your personal palette.
Male,Hourglass,Olive,Brown,Autumn,Casual,Hangout,Rainy & Cool,Loose cotton tunic,Maxi skirt,Nude heels,"Pearl earrings, clutch bag",Shoes are comfortable for long walks.
Female,Pear,Olive,Gray,Autumn,Streetwear,Wedding Invitation,Mild & Pleasant,Oversized hoodie,Jogger pants,High-top sneakers,Minimalist bracelet,Breathable fabrics and loose fits are perfect for travel in hot weather.
Female,Triangle,Dark,Gray,Autumn,Streetwear,Casual Outing,Mild & Pleasant,Light blue oxford shirt,Slim-fit jeans,Black boots,"Crossbody bag, floppy hat",Breathable fabrics and loose fits are perfect for travel in hot weather.
Male,Triangle,Tan,Gray,Summer,Smart Casual,Casual Outing,Rainy & Cool,Flowy tank top,Jogger pants,White sneakers,"Crossbody bag, floppy hat",Smart layers keep you dry and professional.
Male,Hourglass,Light,Blonde,Winter,Bohemian,Casual Outing,Sunny & Warm,White linen blouse,Navy chinos,Slip-on shoes,Minimalist bracelet,Smart layers keep you dry and professional.
Male,Pear,Dark,Red,Autumn,Casual,Hangout,Sunny & Warm,Light blue oxford shirt,Slim-fit jeans,Black boots,Silk scarf,The outfit is easy to mix and match.
Female,Hourglass,Medium,Blonde,Winter,Bohemian,Casual Outing,Cold & Windy,Striped t-shirt,Pleated trousers,Ballet flats,"Straw hat, sunglasses",Soft colors and flowy fabrics suit the occasion and body shape.
Male,Hourglass,Light,Red,Summer,Streetwear,Casual Outing,Sunny & Warm,Striped t-shirt,Navy chinos,Espadrille sandals,"Leather backpack, watch",Shoes are comfortable for long walks.
Male,Rectangle,Tan,Blonde,Winter,Streetwear,Wedding Invitation,Rainy & Cool,Oversized hoodie,Pleated trousers,Nude heels,"Leather backpack, watch",Light fabrics keep you cool and accessories protect from the sun.
Male,Hourglass,Olive,Blonde,Autumn,Formal,Campus,Hot & Humid,Pastel silk blouse,Jogger pants,Flat sandals,"Leather backpack, watch",Soft colors and flowy fabrics suit the occasion and body shape.
Male,Rectangle,Tan,Red,Autumn,Bohemian,Formal Meeting,Hot & Humid,Striped t-shirt,Cargo pants,Nude heels,"Crossbody bag, floppy hat",Smart layers keep you dry and professional.
Male,Apple,Tan,Gray,Autumn,Elegant,Campus,Mild & Pleasant,White linen blouse,Wide-leg linen pants,Slip-on shoes,"Crossbody bag, floppy hat",Shoes are comfortable for long walks.
Male,Apple,Olive,Blonde,Spring,Elegant,Travel,Mild & Pleasant,Flowy tank top,A-line floral skirt,Black boots,"Straw hat, sunglasses",Soft colors and flowy fabrics suit the occasion and body shape.
Female,Pear,Medium,Brown,Summer,Casual,Beach,Hot & Humid,Loose cotton tunic,High-waisted denim shorts,Slip-on shoes,"Leather backpack, watch",Shoes are comfortable for long walks.
Male,Rectangle,Olive,Black,Autumn,Smart Casual,Wedding Invitation,Rainy & Cool,White linen blouse,Slim-fit jeans,Espadrille sandals,"Pearl earrings, clutch bag",Colors are chosen to match your personal palette.
Female,Apple,Dark,Brown,Autumn,Formal,Wedding Invitation,Cold & Windy,Loose cotton tunic,Navy chinos,Flat sandals,"Pearl earrings, clutch bag",Accessories add a personal touch to your look.
Female,Rectangle,Olive,Brown,Summer,Smart Casual,Formal Meeting,Cold & Windy,Polo shirt,A-line floral skirt,Brown loafers,"Leather backpack, watch",Smart layers keep you dry and professional.
Male,Apple,Olive,Black,Winter,Streetwear,Job Interview,Cold & Windy,Denim jacket,High-waisted denim shorts,Black boots,"Leather backpack, watch",Breathable fabrics and loose fits are perfect for travel in hot weather.
Male,Apple,Light,Blonde,Summer,Streetwear,Casual Outing,Hot & Humid,Oversized hoodie,Slim-fit jeans,Ballet flats,"Beanie, scarf",Soft colors and flowy fabrics suit the occasion and body shape.
Male,Rectangle,Medium,Gray,Spring,Casual,Job Interview,Hot & Humid,Light blue oxford shirt,Maxi skirt,Nude heels,"Straw hat, sunglasses",Soft colors and flowy fabrics suit the occasion and body shape.
Female,Hourglass,Light,Blonde,Winter,Streetwear,Travel,Mild & Pleasant,Loose cotton tunic,Navy chinos,Flat sandals,"Beanie, scarf",Accessories add a personal touch to your look.
Male,Pear,Tan,Gray,Spring,Bohemian,Beach,Rainy & Cool,White linen blouse,Slim-fit jeans,Black boots,"Straw hat, sunglasses",Soft colors and flowy fabrics suit the occasion and body shape.
Male,Hourglass,Dark,Red,Spring,Casual,Travel,Sunny & Warm,Light blue oxford shirt,Pleated trousers,Espadrille sandals,Silk scarf,Soft colors and flowy fabrics suit the occasion and body shape.
Male,Pear,Dark,Gray,Winter,Streetwear,Beach,Mild & Pleasant,Striped t-shirt,Navy chinos,Slip-on shoes,"Crossbody bag, floppy hat",Colors are chosen to match your personal palette.
Male,Pear,Olive,Blonde,Summer,Streetwear,Casual Outing,Sunny & Warm,Polo shirt,Navy chinos,Brown loafers,"Leather backpack, watch",Smart layers keep you dry and professional.
Male,Rectangle,Light,Black,Summer,Casual,Campus,Rainy & Cool,Denim jacket,A-line floral skirt,Ballet flats,"Beanie, scarf",Colors are chosen to match your personal palette.
Female,Apple,Tan,Black,Winter,Streetwear,Travel,Mild & Pleasant,Denim jacket,Cargo pants,Flat sandals,Statement necklace,Colors are chosen to match your personal palette.
Female,Triangle,Tan,Blonde,Winter,Bohemian,Wedding Invitation,Cold & Windy,Oversized hoodie,Pleated trousers,Espadrille sandals,Statement necklace,Breathable fabrics and loose fits are perfect for travel in hot weather.
Female,Apple,Olive,Blonde,Summer,Bohemian,Wedding Invitation,Sunny & Warm,Denim jacket,Slim-fit jeans,White sneakers,Statement necklace,The outfit is easy to mix and match.
Female,Rectangle,Tan,Blonde,Summer,Elegant,Wedding Invitation,Hot & Humid,Oversized hoodie,A-line floral skirt,Black boots,"Crossbody bag, floppy hat",Layering keeps you warm and stylish for casual outings.
Female,Rectangle,Medium,Brown,Summer,Smart Casual,Beach,Rainy & Cool,Flowy tank top,Jogger pants,White sneakers,"Straw hat, sunglasses",Breathable fabrics and loose fits are perfect for travel in hot weather.
Male,Pear,Medium,Red,Autumn,Bohemian,Campus,Mild & Pleasant,Polo shirt,Maxi skirt,Espadrille sandals,"Beanie, scarf",Light fabrics keep you cool and accessories protect from the sun.
Male,Pear,Medium,Black,Summer,Elegant,Wedding Invitation,Hot & Humid,Oversized hoodie,A-line floral skirt,High-top sneakers,Minimalist bracelet,Accessories add a personal touch to your look.
Female,Apple,Dark,Brown,Spring,Smart Casual,Casual Outing,Mild & Pleasant,Loose cotton tunic,Navy chinos,Brown loafers,"Pearl earrings, clutch bag",Light fabrics keep you cool and accessories protect from the sun.
Male,Pear,Medium,Black,Winter,Casual,Beach,Mild & Pleasant,Denim jacket,Pleated trousers,White sneakers,"Straw hat, sunglasses",Accessories add a personal touch to your look.
Female,Triangle,Olive,Brown,Winter,Bohemian,Travel,Sunny & Warm,Flowy tank top,Jogger pants,Flat sandals,"Leather backpack, watch",Layering keeps you warm and stylish for casual outings.
Female,Hourglass,Light,Red,Spring,Formal,Hangout,Sunny & Warm,Flowy tank top,Maxi skirt,Nude heels,Statement necklace,Shoes are comfortable for long walks.
Male,Apple,Olive,Brown,Winter,Streetwear,Casual Outing,Rainy & Cool,Flowy tank top,Navy chinos,Nude heels,"Beanie, scarf",Shoes are comfortable for long walks.
Female,Triangle,Light,Blonde,Autumn,Smart Casual,Formal Meeting,Sunny & Warm,Polo shirt,High-waisted denim shorts,High-top sneakers,"Crossbody bag, floppy hat",Soft colors and flowy fabrics suit the occasion and body shape.
Female,Rectangle,Dark,Red,Spring,Elegant,Beach,Mild & Pleasant,Oversized hoodie,Navy chinos,Ballet flats,"Straw hat, sunglasses",Soft colors and flowy fabrics suit the occasion and body shape.
Female,Triangle,Dark,Brown,Winter,Smart Casual,Formal Meeting,Sunny & Warm,Denim jacket,High-waisted denim shorts,White sneakers,Statement necklace,Soft colors and flowy fabrics suit the occasion and body shape.
Male,Rectangle,Olive,Brown,Autumn,Formal,Travel,Rainy & Cool,Loose cotton tunic,High-waisted denim shorts,Nude heels,Silk scarf,Smart layers keep you dry and professional.
Male,Rectangle,Dark,Brown,Summer,Bohemian,Wedding Invitation,Sunny & Warm,Oversized hoodie,Cargo pants,Slip-on shoes,"Pearl earrings, clutch bag",Breathable fabrics and loose fits are perfect for travel in hot weather.
